City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
9,,,,,,,
20,,,,,,,
31,,,,,,,
32,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
67,,,,,,,
68,,,,,,,
70,,,,,,,
84,,,,,,,
86,,,,,,,
88,,,,,,,
93,,,,,,,
96,,,,,,,
107,,,,,,,
109,,,,,,,
111,,,,,,,
112,,,,,,,
115,,,,,,,
116,,,,,,,
126,,,,,,,
129,,,,,,,
134,,,,,,,
135,,,,,,,
137,,,,,,,
139,,,,,,,
142,,,,,,,
145,,,,,,,
149,,,,,,,
152,,,,,,,
154,,,,,,,
155,,,,,,,
156,,,,,,,
168,,,,,,,
170,,,,,,,
177,,,,,,,
181,,,,,,,
187,,,,,,,
192,,,,,,,
193,,,,,,,
211,,,,,,,
217,,,,,,,
219,,,,,,,
222,,,,,,,
223,,,,,,,
224,,,,,,,
225,,,,,,,
239,,,,,,,
244,,,,,,,
247,,,,,,,
253,,,,,,,
257,,,,,,,
279,,,,,,,
284,,,,,,,
293,,,,,,,
297,,,,,,,
298,,,,,,,
300,,,,,,,
308,,,,,,,
311,,,,,,,
322,,,,,,,
325,,,,,,,
337,,,,,,,
340,,,,,,,
341,,,,,,,
342,,,,,,,
346,,,,,,,
347,,,,,,,
348,,,,,,,
355,,,,,,,
357,,,,,,,
371,,,,,,,
378,,,,,,,
379,,,,,,,
380,,,,,,,
388,,,,,,,
391,,,,,,,
403,,,,,,,
404,,,,,,,
405,,,,,,,
406,,,,,,,
408,,,,,,,
416,,,,,,,
417,,,,,,,
425,,,,,,,
431,,,,,,,
432,,,,,,,
434,,,,,,,
456,,,,,,,
464,,,,,,,
474,,,,,,,
475,,,,,,,
477,,,,,,,
479,,,,,,,
484,,,,,,,
486,,,,,,,
487,,,,,,,
488,,,,,,,
492,,,,,,,
495,,,,,,,
497,,,,,,,
505,,,,,,,
511,,,,,,,
512,,,,,,,
522,,,,,,,
523,,,,,,,
529,,,,,,,
530,,,,,,,
531,,,,,,,
541,,,,,,,
545,,,,,,,
546,,,,,,,
550,,,,,,,
554,,,,,,,
573,,,,,,,
577,,,,,,,
580,,,,,,,
586,,,,,,,
587,,,,,,,
588,,,,,,,
590,,,,,,,
591,,,,,,,
593,,,,,,,
600,,,,,,,
601,,,,,,,
612,,,,,,,
613,,,,,,,
615,,,,,,,
620,,,,,,,
625,,,,,,,
629,,,,,,,
638,,,,,,,
657,,,,,,,
661,,,,,,,
673,,,,,,,
679,,,,,,,
685,,,,,,,
